INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('83#雷电分析仪',4.6,'是','异常','闭合',203.4,204.8,176.0,27.5,29.9,66.1,236.4,232.5,234.6,2.8,28.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('26#雷电分析仪',7.3,'是','异常','打开',149.4,187.0,126.9,89.4,15.3,62.3,204.7,100.9,214.0,4.7,34.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('63#雷电分析仪',8.6,'否','异常','闭合',212.7,122.0,138.4,16.5,12.9,35.4,189.1,231.5,167.2,0.2,38.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('76#雷电分析仪',7.5,'是','异常','闭合',140.3,130.1,116.4,15.1,65.3,88.1,117.0,198.4,131.8,9.4,26.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('63#雷电分析仪',0.4,'是','正常','闭合',103.6,155.8,232.9,47.5,68.2,89.5,213.0,141.1,153.0,3.4,38.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('78#雷电分析仪',3.2,'否','异常','打开',188.8,121.4,169.2,43.7,50.1,57.2,196.7,179.8,169.6,7.7,21.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('4#雷电分析仪',6.0,'否','正常','打开',112.7,151.1,196.8,70.6,32.2,57.0,204.2,226.9,137.0,8.9,30.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('92#雷电分析仪',4.8,'否','正常','打开',140.7,102.4,107.5,81.2,66.5,40.7,218.0,218.1,163.3,3.7,35.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('87#雷电分析仪',4.6,'否','异常','闭合',126.4,196.3,225.0,57.7,53.4,71.2,107.2,140.3,145.6,1.4,24.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('55#雷电分析仪',1.7,'否','正常','打开',184.5,190.8,194.9,78.1,55.1,82.5,213.4,165.1,108.1,7.6,23.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('61#雷电分析仪',6.6,'否','异常','闭合',211.6,124.5,174.8,25.2,81.8,21.8,221.8,226.0,214.0,5.8,39.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('21#雷电分析仪',2.4,'否','正常','闭合',161.4,181.3,133.7,47.0,79.5,23.8,132.9,211.1,166.3,0.9,31.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('30#雷电分析仪',0.2,'否','正常','打开',135.4,151.0,148.2,33.1,65.4,18.2,163.7,158.2,131.4,0.2,38.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('0#雷电分析仪',3.8,'是','正常','闭合',147.1,104.0,174.2,63.6,40.7,38.6,222.5,153.2,152.4,8.5,37.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('75#雷电分析仪',5.1,'是','异常','闭合',230.5,136.4,171.6,11.3,10.0,89.0,106.4,142.4,146.8,3.0,33.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('5#雷电分析仪',8.4,'否','正常','打开',168.5,109.0,195.6,46.2,19.6,41.2,126.9,156.2,108.8,7.7,22.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('17#雷电分析仪',5.5,'否','正常','打开',144.4,208.3,225.1,79.6,26.3,62.5,177.3,180.4,229.4,1.9,27.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('38#雷电分析仪',5.6,'否','正常','闭合',187.4,159.4,154.5,82.5,62.6,37.8,204.8,184.8,230.4,4.5,33.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('33#雷电分析仪',1.9,'否','异常','闭合',160.0,129.3,135.4,41.7,27.5,16.4,215.6,208.4,168.9,4.2,26.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('7#雷电分析仪',9.1,'否','异常','打开',221.6,113.9,193.7,60.7,43.9,76.8,179.3,201.6,195.9,0.1,30.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('15#雷电分析仪',2.3,'是','正常','打开',121.4,192.4,100.4,72.1,46.0,57.6,152.6,136.3,106.7,5.0,25.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('26#雷电分析仪',9.6,'是','异常','打开',224.4,220.2,138.1,51.7,30.6,33.3,204.5,172.0,196.3,0.5,32.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('71#雷电分析仪',1.9,'是','异常','打开',238.5,120.1,189.4,46.4,38.3,14.1,162.6,122.1,237.2,2.2,21.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('12#雷电分析仪',3.8,'否','异常','打开',131.4,193.4,138.2,70.2,89.3,28.9,106.3,142.6,125.5,1.2,20.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('98#雷电分析仪',6.3,'否','正常','闭合',118.9,138.7,170.6,43.3,85.2,42.8,158.7,192.1,237.2,8.7,33.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('41#雷电分析仪',8.4,'是','异常','打开',161.2,169.6,113.9,52.2,50.1,66.5,137.6,213.3,125.9,0.3,25.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('99#雷电分析仪',2.2,'是','异常','打开',239.1,226.4,190.2,67.6,48.0,78.5,235.5,152.2,234.7,4.4,30.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('33#雷电分析仪',4.8,'是','正常','闭合',106.4,184.8,125.6,43.1,65.4,51.9,109.3,100.9,112.8,2.3,37.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('97#雷电分析仪',0.0,'否','正常','闭合',101.8,146.9,211.6,87.9,36.8,62.2,105.8,180.3,117.6,8.2,22.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('58#雷电分析仪',0.9,'是','正常','打开',194.5,179.1,134.5,74.9,43.2,16.6,109.2,181.1,104.1,6.2,36.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('66#雷电分析仪',1.6,'是','异常','打开',181.1,215.8,150.0,74.7,23.6,50.3,195.0,196.4,232.4,1.9,27.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('3#雷电分析仪',4.4,'是','正常','打开',222.6,174.0,228.1,10.3,29.0,86.5,211.6,178.9,125.2,5.6,27.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('1#雷电分析仪',7.9,'否','异常','闭合',237.7,138.5,140.1,25.3,57.1,52.4,235.9,157.0,179.4,4.9,39.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('47#雷电分析仪',0.1,'是','正常','打开',218.0,172.2,127.5,53.0,28.3,82.4,238.3,118.0,135.2,2.1,22.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('9#雷电分析仪',9.5,'是','异常','闭合',237.4,176.5,172.1,74.4,42.6,15.2,127.0,190.1,154.9,4.8,22.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('40#雷电分析仪',5.6,'是','正常','打开',236.4,119.1,212.2,26.7,28.7,49.7,185.1,110.4,173.8,3.7,23.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('59#雷电分析仪',9.6,'否','正常','打开',121.7,226.5,158.2,61.9,57.5,49.0,131.8,201.3,143.3,7.9,29.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('27#雷电分析仪',2.3,'是','异常','闭合',120.5,185.3,120.2,81.4,46.1,15.9,104.9,165.3,170.4,7.7,36.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('26#雷电分析仪',8.0,'否','正常','闭合',212.0,151.4,152.9,55.6,48.6,55.2,182.5,106.4,181.5,5.8,21.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('45#雷电分析仪',9.6,'是','异常','闭合',204.8,209.5,125.0,87.1,49.0,29.5,158.2,195.0,211.0,6.1,25.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('83#雷电分析仪',4.0,'否','正常','打开',197.4,142.6,191.7,22.7,21.7,67.5,234.5,117.8,217.6,6.4,21.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('55#雷电分析仪',9.1,'否','正常','闭合',222.6,180.5,185.6,29.4,79.6,44.8,117.6,172.0,230.9,9.8,38.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('2#雷电分析仪',8.5,'是','异常','闭合',125.1,215.5,181.9,89.5,24.2,75.3,195.9,109.8,172.1,9.3,38.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('24#雷电分析仪',1.0,'否','正常','打开',133.7,118.1,146.6,25.1,53.5,76.5,230.5,119.8,201.3,7.5,21.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('10#雷电分析仪',7.2,'是','异常','打开',179.9,129.0,129.1,51.9,57.1,80.2,119.1,216.2,143.9,4.8,22.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('51#雷电分析仪',8.8,'否','异常','闭合',143.4,174.3,227.0,86.6,84.5,48.9,154.1,158.1,219.6,2.3,38.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('58#雷电分析仪',8.9,'是','正常','闭合',132.0,209.6,226.9,64.6,46.6,78.1,136.8,223.9,172.9,3.0,29.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('29#雷电分析仪',1.0,'否','正常','打开',133.0,111.5,166.1,57.0,35.6,73.0,232.8,164.0,180.3,3.5,34.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('40#雷电分析仪',0.8,'否','正常','闭合',105.9,165.3,128.4,88.8,11.2,71.9,162.4,130.4,149.3,4.6,31.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('76#雷电分析仪',3.8,'是','正常','打开',214.5,189.0,170.0,32.1,39.8,20.3,149.8,211.8,221.6,2.5,37.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('66#雷电分析仪',2.5,'否','正常','打开',169.5,103.3,231.0,40.1,80.3,66.9,198.0,107.0,195.3,3.9,32.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('77#雷电分析仪',3.1,'是','异常','闭合',207.9,218.0,226.6,14.5,70.8,84.7,110.3,130.6,151.0,6.6,25.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('7#雷电分析仪',8.5,'否','正常','打开',209.6,142.3,209.1,53.9,38.7,65.6,220.8,213.7,183.0,7.1,23.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('0#雷电分析仪',4.9,'否','正常','闭合',163.7,181.6,167.0,22.3,55.6,74.1,117.7,111.4,171.8,9.2,38.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('92#雷电分析仪',1.2,'是','异常','闭合',225.2,186.4,238.8,70.6,41.4,83.1,173.2,163.5,131.0,5.4,23.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('93#雷电分析仪',2.4,'否','正常','闭合',212.3,174.0,106.9,76.0,55.4,89.7,182.5,196.3,107.4,4.2,21.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('15#雷电分析仪',1.4,'是','异常','闭合',119.9,205.5,120.5,35.5,58.2,89.7,175.3,164.8,188.4,9.3,39.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('5#雷电分析仪',9.6,'是','正常','打开',138.4,193.6,102.1,38.4,16.7,67.3,139.8,239.7,187.7,6.4,22.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('9#雷电分析仪',1.0,'是','异常','闭合',132.4,211.9,139.3,31.8,39.9,83.1,212.3,211.4,202.2,1.1,30.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('22#雷电分析仪',1.0,'是','正常','打开',190.8,147.6,133.3,61.0,61.4,89.5,118.7,153.3,136.9,0.4,21.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('54#雷电分析仪',2.9,'是','正常','打开',157.1,143.0,218.8,22.6,39.4,28.0,161.1,204.4,161.6,2.0,30.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('10#雷电分析仪',2.1,'否','正常','闭合',219.5,101.6,116.5,36.2,42.8,84.8,178.6,189.6,139.8,5.9,37.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('50#雷电分析仪',8.5,'否','异常','打开',164.8,140.9,238.9,89.1,48.1,59.5,210.7,162.6,215.6,1.5,38.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('10#雷电分析仪',3.4,'否','正常','闭合',211.2,209.8,128.6,49.9,71.9,68.9,126.1,235.6,192.5,5.4,26.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('64#雷电分析仪',9.8,'否','正常','闭合',136.8,210.2,207.4,69.7,11.7,79.9,163.3,232.7,175.9,2.6,28.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('65#雷电分析仪',3.1,'是','异常','打开',101.8,166.4,195.8,32.4,64.2,65.0,165.5,205.1,125.3,2.0,22.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('43#雷电分析仪',7.6,'是','异常','打开',110.1,181.3,161.8,59.2,46.8,31.4,204.4,179.2,103.7,6.0,26.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('99#雷电分析仪',3.8,'是','异常','打开',227.0,228.9,118.0,84.4,64.8,83.6,108.9,174.0,191.1,4.2,34.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('57#雷电分析仪',1.7,'否','异常','打开',209.8,109.9,174.4,47.4,14.4,27.9,145.0,145.6,117.5,6.7,37.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('26#雷电分析仪',1.4,'否','异常','打开',155.7,123.0,208.3,64.5,64.3,37.1,208.0,108.7,151.3,0.6,33.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('5#雷电分析仪',2.8,'否','异常','闭合',219.4,151.5,183.3,47.0,42.1,27.7,121.4,183.7,215.2,1.1,37.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('81#雷电分析仪',0.7,'是','正常','闭合',231.1,114.2,130.1,26.3,78.8,62.2,173.2,210.4,136.3,0.8,25.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('86#雷电分析仪',9.4,'否','异常','闭合',194.4,177.7,115.7,33.2,25.5,34.7,224.1,199.4,143.2,2.5,26.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('98#雷电分析仪',1.1,'是','正常','闭合',139.3,147.1,181.8,83.7,81.4,30.1,157.0,165.2,144.6,2.8,32.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('79#雷电分析仪',6.1,'否','异常','闭合',222.7,153.2,129.3,53.3,54.0,42.5,184.1,227.9,198.0,3.5,36.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('48#雷电分析仪',1.7,'是','正常','打开',118.7,234.5,140.2,41.8,34.2,56.9,193.6,195.3,121.3,5.7,20.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('91#雷电分析仪',8.6,'否','异常','打开',167.3,225.6,168.6,54.1,25.3,48.8,191.9,161.3,163.5,0.0,27.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('57#雷电分析仪',8.6,'是','异常','闭合',142.8,124.7,196.7,87.2,72.0,72.3,129.8,224.9,184.5,6.4,21.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('99#雷电分析仪',7.9,'是','异常','闭合',207.2,139.3,207.5,77.9,52.6,13.0,237.5,232.2,176.5,3.8,33.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('72#雷电分析仪',5.0,'否','正常','闭合',169.1,144.0,219.1,41.8,54.8,16.6,211.9,131.5,165.7,2.7,24.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('89#雷电分析仪',3.9,'是','异常','闭合',229.3,193.8,229.2,23.6,32.4,21.9,152.1,214.2,218.9,6.1,27.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('79#雷电分析仪',6.6,'是','正常','闭合',224.3,109.1,110.1,45.7,68.7,57.2,117.3,124.4,234.3,8.7,23.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('32#雷电分析仪',6.1,'否','正常','打开',125.6,117.0,233.0,83.5,51.2,43.2,111.1,195.0,159.9,0.6,28.1);
